@RELATION clickbait_sample

@ATTRIBUTE id STRING
@ATTRIBUTE "word count" NUMERIC
@ATTRIBUTE "average word length" NUMERIC
@ATTRIBUTE "length of the longest word" NUMERIC
@ATTRIBUTE "whether start with number" {True, False}
@ATTRIBUTE "whether start with who/what/why/where/when/how" {True, False}
@ATTRIBUTE "number of stopwords" NUMERIC
@ATTRIBUTE polarity NUMERIC
@ATTRIBUTE subjectivity NUMERIC
@ATTRIBUTE "number of capital letters" NUMERIC
@ATTRIBUTE "number of all capital WORDS" NUMERIC
@ATTRIBUTE "number of punctuation (?, !)" NUMERIC
@ATTRIBUTE "number of bait words" NUMERIC
@ATTRIBUTE "presence of bait words" {True, False}
@ATTRIBUTE label {no-clickbait, clickbait}

@DATA
856429273812520964,10,6.3,12,False,False,2,0.0,0.0,2,0,0,0,False,no-clickbait
856408625396494340,10,5.7,9,False,False,2,0.0,0.0,1,0,0,0,False,no-clickbait
856404045958971393,9,5.111111111111111,9,False,False,2,0.0,0.0,4,0,0,0,False,no-clickbait
856399520879583233,8,6.875,11,False,False,1,0.0,0.0,2,0,0,0,False,no-clickbait
856392610155515905,9,5.111111111111111,10,False,False,4,0.0,0.0,1,0,0,0,False,clickbait
856324316023181313,9,5.666666666666667,8,False,False,1,0.08333333333333333,0.4777777777777778,1,0,0,0,False,no-clickbait
856278513313361921,17,4.235294117647059,12,False,False,8,-0.2,0.35,4,2,0,0,False,no-clickbait
856213333040656386,10,3.7,9,False,False,5,1.0,1.0,3,1,1,0,False,clickbait
856180333934465027,9,4.444444444444445,10,False,False,0,0.17045454545454544,0.5,6,1,1,0,False,no-clickbait
856168057915551748,12,5.333333333333333,10,False,False,4,0.0,0.0,2,0,0,0,False,clickbait
856153219914977280,12,4.666666666666667,8,False,False,5,0.0,0.0,1,0,0,0,False,no-clickbait
856096075786178560,15,5.0,12,False,False,4,0.0,0.0,5,0,0,0,False,no-clickbait
856078675451760640,12,5.833333333333333,11,False,False,2,0.6,0.9,3,0,0,0,False,no-clickbait
856052021102870529,12,5.916666666666667,8,False,False,1,0.0,0.0,5,0,0,0,False,no-clickbait
855964165906862082,11,6.090909090909091,15,False,False,3,0.0,0.0,7,1,0,0,False,no-clickbait
855957042800074752,13,5.538461538461538,11,False,False,3,0.11904761904761905,0.31547619047619047,6,0,1,0,False,no-clickbait
855887975414214657,13,3.3076923076923075,7,False,False,5,0.13636363636363635,0.45454545454545453,6,1,0,0,False,no-clickbait
855885658312888322,15,4.6,9,False,False,6,0.1,0.25,4,1,0,0,False,no-clickbait
855861516712726528,13,5.384615384615385,10,False,False,3,-0.4,0.4,5,0,0,0,False,no-clickbait
855859122390126593,10,5.3,10,False,False,3,0.45,0.45,4,0,0,1,True,no-clickbait
855853714514554883,15,5.2,11,False,False,4,0.16666666666666666,0.16666666666666666,5,0,0,0,False,no-clickbait
855826536489996289,13,5.076923076923077,8,False,False,4,0.2333333333333333,0.06666666666666667,6,1,0,0,False,no-clickbait
855806906312601604,13,5.461538461538462,12,False,False,3,0.5,0.5,8,0,0,0,False,no-clickbait
855805977194631168,11,5.7272727272727275,11,False,False,2,0.0,0.0,8,0,0,0,False,no-clickbait
855768950910705666,4,7.5,8,False,False,0,0.05000000000000002,0.5,3,0,0,0,False,no-clickbait
855722916960505856,13,4.538461538461538,13,False,False,2,0.0,0.0,22,2,0,0,False,no-clickbait
855688774784823296,10,3.7,7,False,False,2,0.13636363636363635,0.45454545454545453,6,1,1,0,False,no-clickbait
855636052538773504,13,4.615384615384615,8,False,False,5,0.0,0.0,3,0,0,0,False,no-clickbait
855627125617045504,1,4.0,4,False,False,0,0.5,1.0,0,0,0,0,False,clickbait
855611394800091136,12,5.916666666666667,14,False,False,3,0.3333333333333333,0.3333333333333333,3,0,0,2,True,no-clickbait
855586964166385664,10,5.1,11,True,False,2,0.0,0.0,0,0,0,0,False,clickbait
855568820018311168,13,4.923076923076923,8,False,False,3,-0.1,0.4,6,1,0,0,False,no-clickbait
855551996534849536,12,4.666666666666667,8,False,True,2,0.5,0.5,6,1,0,0,False,clickbait
855537736068980736,14,4.857142857142857,17,False,False,7,0.0,0.0,5,1,0,0,False,no-clickbait
855533477810380800,14,4.357142857142857,7,False,False,5,0.11212121212121212,0.19999999999999998,4,1,0,1,True,no-clickbait
855430745875263489,8,5.75,14,False,False,3,1.0,0.3,1,0,0,1,True,clickbait
855388294158311424,9,5.888888888888889,11,False,False,4,0.6166666666666667,0.7333333333333334,1,0,1,0,False,clickbait
855239954393444353,8,7.125,11,False,False,1,0.0,0.75,4,0,0,0,False,no-clickbait
855233415372824576,9,4.333333333333333,8,False,False,3,0.0,0.1,3,0,0,0,False,no-clickbait
855201890564530176,9,6.111111111111111,9,False,False,0,0.0,0.3,5,1,0,0,False,no-clickbait
855167593216331776,16,3.625,9,False,False,8,0.0,0.1,2,0,0,0,False,clickbait
855101306360528896,13,5.076923076923077,9,False,False,6,0.5,0.5,1,0,0,0,False,no-clickbait
855092093894766592,1,6.0,6,False,False,0,0.0,0.0,0,0,0,0,False,clickbait
855088789433315328,10,4.9,8,False,False,1,0.0,0.0,8,0,0,0,False,no-clickbait
855074453801369601,16,4.6875,10,False,False,4,0.2259259259259259,0.6185185185185186,3,0,1,0,False,no-clickbait
855022003765604352,11,3.727272727272727,7,False,False,5,-0.4,0.4,3,1,0,0,False,no-clickbait
854925741644849153,8,6.75,11,False,False,1,-0.1,0.2,1,0,0,0,False,clickbait
854826444048007168,8,4.25,6,False,False,4,0.10714285714285714,0.5714285714285714,8,0,1,1,True,clickbait
854783892083101696,14,3.9285714285714284,7,False,False,7,0.5,1.0,3,0,0,0,False,clickbait
854740081697009665,4,2.5,3,False,False,2,0.0,0.0,0,0,0,0,False,clickbait
854730059625582592,14,4.428571428571429,9,False,False,7,0.675,0.75,1,0,0,1,True,no-clickbait
854727557610078208,17,4.705882352941177,9,False,False,7,0.0,0.0,8,0,3,1,True,clickbait
854708040058253312,9,5.0,8,False,False,2,-0.1,0.2,3,0,0,0,False,no-clickbait
854668435707580416,11,5.181818181818182,10,False,True,5,0.0625,0.35,2,0,2,0,False,clickbait
854595534182633472,7,5.714285714285714,8,False,False,1,0.0,0.0,1,0,0,0,False,no-clickbait
854578110477422592,7,6.0,9,False,False,1,0.0,0.0,3,0,0,0,False,no-clickbait
854462136902443008,8,5.0,8,False,False,1,0.0,0.0,10,2,0,0,False,no-clickbait
854454554263523328,11,5.181818181818182,10,False,False,2,0.0,0.0,2,0,0,0,False,no-clickbait
854432733204008961,6,6.333333333333333,12,False,False,1,0.0,0.0,2,0,0,0,False,no-clickbait
854386576767557632,16,4.625,8,False,False,5,0.0,0.25,4,1,0,0,False,no-clickbait
854364913392906241,8,5.0,8,False,False,3,-0.2,0.4,2,0,0,0,False,no-clickbait
854354958413701121,13,4.846153846153846,8,False,False,3,0.19318181818181818,0.3939393939393939,7,1,0,0,False,no-clickbait
854323120076972033,13,4.153846153846154,7,False,False,4,0.5,0.5,3,1,0,1,True,no-clickbait
854320653121585152,12,5.25,8,False,False,3,0.0,0.0,3,0,0,0,False,no-clickbait
854315405577519104,9,4.888888888888889,9,False,False,3,0.0,0.0,3,0,0,0,False,clickbait
854258225348259841,12,3.0833333333333335,4,False,True,7,0.35,0.55,1,0,0,1,True,clickbait
854245567760928768,13,4.461538461538462,7,False,False,4,0.0,1.0,4,0,0,0,False,no-clickbait
854204558830161920,13,5.0,9,False,False,4,0.0,0.0,11,3,0,0,False,no-clickbait
854193790172659716,11,4.909090909090909,9,False,False,3,-0.13796296296296295,0.6527777777777778,1,0,0,0,False,no-clickbait
854180884999798784,13,5.153846153846154,9,False,False,4,0.5,0.5,5,0,0,1,True,no-clickbait
854145858320945154,11,4.7272727272727275,9,False,False,5,0.0,0.0,2,0,0,0,False,no-clickbait
854119091048677376,20,4.0,12,False,False,11,0.0,0.0,4,1,0,0,False,no-clickbait
854085369456992258,11,5.818181818181818,11,False,True,3,-0.3125,0.6875,4,0,0,0,False,no-clickbait
854071736991657985,18,5.111111111111111,11,False,False,8,0.55,0.9,1,0,0,0,False,no-clickbait
854056876815912960,11,5.0,10,False,False,4,0.06818181818181818,0.22727272727272727,5,0,0,0,False,no-clickbait
854053843847565312,17,4.882352941176471,9,False,False,5,-1.850371707708594e-17,0.2333333333333333,5,0,0,0,False,no-clickbait
853991068764864512,8,4.875,7,False,False,3,0.1,0.8,2,0,0,0,False,no-clickbait
853978938141540352,8,5.25,10,False,False,3,0.0,0.0,4,0,0,0,False,no-clickbait
853977514280194049,12,6.166666666666667,12,False,False,1,-0.40625,0.84375,4,0,0,0,False,no-clickbait
853966525706981376,8,6.0,9,False,False,1,0.0,0.0,2,0,0,0,False,no-clickbait
853854688214515712,9,7.333333333333333,14,False,False,1,0.0,0.0,5,0,1,0,False,no-clickbait
853842965231525888,8,4.0,9,False,False,3,-0.015151515151515152,0.2833333333333333,6,1,0,0,False,clickbait
853839477260914688,11,4.454545454545454,7,False,False,3,0.0,0.0,2,0,0,0,False,no-clickbait
853838260023566337,9,5.555555555555555,9,False,False,1,0.0,0.0,2,0,0,0,False,no-clickbait
853749364849745920,13,4.769230769230769,8,False,False,4,0.0,0.0,3,0,0,0,False,no-clickbait
853713054357389313,10,5.6,13,False,False,4,0.25,0.3333333333333333,10,0,0,0,False,no-clickbait
853699983979159553,12,6.083333333333333,11,False,False,1,0.07500000000000001,0.675,1,0,0,0,False,no-clickbait
853631602433380352,17,4.176470588235294,13,False,False,6,0.06818181818181818,0.22727272727272727,6,0,0,0,False,no-clickbait
853610333088477187,1,3.0,3,False,False,0,0.0,0.0,0,0,0,0,False,clickbait
853596793959059460,1,2.0,2,False,False,0,0.0,0.0,0,0,0,0,False,clickbait
853587142030872577,9,5.888888888888889,11,False,False,2,0.13636363636363635,0.45454545454545453,1,0,0,0,False,no-clickbait
853570323186417666,1,2.0,2,False,False,0,0.0,0.0,0,0,1,0,False,clickbait
853496467457290240,11,4.909090909090909,10,False,False,4,-0.7999999999999999,1.0,4,0,0,0,False,no-clickbait
853437294497366017,11,5.363636363636363,11,False,False,3,0.04545454545454545,0.48484848484848486,13,0,0,0,False,no-clickbait
853376894322003970,15,4.466666666666667,9,False,False,6,0.05,0.05,4,1,0,0,False,no-clickbait
853367380206137344,14,3.9285714285714284,9,False,False,3,0.0,0.0,9,1,0,0,False,no-clickbait
853365589619986433,11,6.090909090909091,11,False,False,3,0.0,0.0,1,0,0,0,False,no-clickbait
853365074307813376,4,5.0,7,False,False,1,0.0,0.0,2,0,1,0,False,clickbait
853350340506378240,11,5.545454545454546,12,False,True,3,0.0,0.0,1,0,0,0,False,clickbait
853342482016329728,14,4.571428571428571,7,False,False,1,-0.05,0.2,6,0,0,0,False,no-clickbait
853311969100795905,17,4.470588235294118,8,False,False,7,-0.051851851851851864,0.2518518518518518,1,0,0,0,False,clickbait
853222131840286721,14,4.857142857142857,12,False,False,5,0.0,0.35,0,0,0,0,False,clickbait
853219659444887552,19,4.7368421052631575,8,False,False,5,0.3,0.45,4,0,0,0,False,no-clickbait
853204190121865216,10,4.2,7,False,False,4,0.0,0.0,3,0,0,0,False,no-clickbait
853147882127360001,11,4.636363636363637,9,True,False,4,0.5,1.0,0,0,0,1,True,clickbait
853139190447579136,13,4.384615384615385,7,False,False,3,-0.033712121212121214,0.4666666666666666,1,0,0,0,False,clickbait
853122243257356288,5,5.6,10,False,True,1,-0.25,0.45,2,0,0,0,False,clickbait
853107892739870720,10,4.6,7,False,False,2,0.2,0.5,2,0,0,0,False,no-clickbait
853069145344270337,15,6.133333333333334,12,False,False,5,0.0,0.0,8,1,0,0,False,no-clickbait
853063743084924928,13,5.461538461538462,11,False,True,6,0.0,0.0,5,1,0,0,False,clickbait
853029175447482368,11,6.090909090909091,11,False,False,4,0.0,0.0,1,0,0,0,False,no-clickbait
853026584273580034,8,5.25,10,False,False,3,0.14285714285714285,0.26785714285714285,8,0,1,1,True,clickbait
853004981623980033,15,4.333333333333333,13,False,False,6,0.06818181818181818,0.2606060606060606,7,0,0,0,False,no-clickbait
852959686727000065,13,5.846153846153846,10,False,False,3,0.5,0.5,1,0,0,0,False,no-clickbait
852944030044491776,13,4.384615384615385,9,False,False,7,-0.3,0.9,5,0,0,2,True,no-clickbait
852874724585734144,16,3.625,9,False,True,9,0.0,0.0,4,0,0,0,False,no-clickbait
852865537621340161,12,4.25,8,False,False,5,0.0,0.0,3,0,0,2,True,clickbait
852842623706349568,13,5.846153846153846,11,False,False,3,0.03333333333333333,0.06666666666666667,1,0,0,0,False,no-clickbait
852822676179517441,13,5.846153846153846,10,False,False,3,0.5,0.5,1,0,0,0,False,no-clickbait
852804874328694785,9,6.111111111111111,11,False,False,1,0.0,0.0,1,0,0,0,False,no-clickbait
852722791589625856,8,7.5,17,False,False,1,0.4,0.75,8,1,0,0,False,no-clickbait
852688501745172480,7,4.428571428571429,6,False,False,1,0.06818181818181818,0.22727272727272727,1,0,0,0,False,no-clickbait
852679799055065088,9,5.222222222222222,10,False,False,3,-0.14583333333333331,0.4041666666666667,1,0,0,0,False,no-clickbait
852632019666296832,17,3.2941176470588234,6,False,False,6,0.15333333333333335,0.58,4,1,1,1,True,clickbait
852607577305251842,13,4.769230769230769,8,False,False,4,0.0,0.0,4,0,0,0,False,no-clickbait
852587127774818305,10,4.8,9,False,False,3,0.0,0.0,3,0,0,0,False,no-clickbait
852554765435363329,12,4.0,8,False,False,4,0.0,0.0,4,0,0,0,False,no-clickbait
852536119195451393,19,4.684210526315789,12,False,False,8,0.022222222222222237,0.4166666666666667,4,1,0,0,False,no-clickbait
852501665651589121,12,5.666666666666667,9,False,False,2,0.825,0.875,4,0,0,0,False,no-clickbait
852434337597444096,10,5.9,9,False,False,1,0.8,0.75,4,0,0,0,False,no-clickbait
852377323852763138,7,5.428571428571429,8,False,False,1,0.0,1.0,3,0,0,0,False,no-clickbait
852311423782973441,3,5.333333333333333,9,False,False,1,0.125,1.0,1,0,0,0,False,clickbait
852292752373157889,13,5.538461538461538,10,False,False,4,-0.125,0.375,4,0,0,0,False,no-clickbait
852282450914967554,13,4.923076923076923,11,False,False,4,0.0,0.0,3,0,0,0,False,no-clickbait
852266326857068544,14,4.857142857142857,9,False,False,6,0.0,0.0,1,0,0,0,False,no-clickbait
852259421602406400,13,5.076923076923077,12,False,False,4,0.0,0.0,9,1,0,2,True,clickbait
852212108301348868,12,4.833333333333333,8,False,False,4,0.5,0.625,3,0,0,0,False,no-clickbait
852197167649390592,12,5.833333333333333,12,False,False,4,0.02857142857142858,0.37857142857142856,3,0,0,0,False,clickbait
852190034727927808,14,4.214285714285714,10,False,False,8,0.0,0.0,2,0,0,0,False,no-clickbait
852171610543009793,11,5.181818181818182,11,False,False,3,-0.18181818181818182,0.37727272727272726,4,0,0,0,False,no-clickbait
852164401650118656,8,5.75,7,False,False,0,0.0,0.0,2,0,0,0,False,no-clickbait
852142793124433920,3,4.333333333333333,6,False,False,1,0.0,0.0,0,0,0,0,False,clickbait
852046127742410752,12,4.666666666666667,9,False,False,5,0.5,1.0,4,0,0,0,False,clickbait
851986481484845057,8,4.125,8,False,True,4,0.1,0.15000000000000002,8,0,1,1,True,no-clickbait
851953264014876672,12,5.666666666666667,9,False,False,3,0.16666666666666666,0.3190476190476191,3,0,0,0,False,no-clickbait
851917827799998465,10,6.0,10,False,False,2,0.3,0.5,7,0,0,0,False,no-clickbait
851881542360158210,10,5.9,10,False,False,1,0.13636363636363635,0.5,15,3,0,0,False,no-clickbait
851844901339877376,20,4.65,12,True,False,8,-0.2,0.4,3,1,0,0,False,no-clickbait
851838552828784641,9,4.222222222222222,7,False,False,2,0.0,0.0,7,2,0,0,False,no-clickbait
851798244346802178,11,4.545454545454546,8,False,False,5,0.0,0.0,4,0,0,0,False,no-clickbait
851790905451347969,11,5.454545454545454,14,False,False,2,0.0,0.0,2,0,0,0,False,no-clickbait
851759234907877377,9,4.555555555555555,9,False,False,3,1.0,1.0,7,1,1,0,False,no-clickbait
851736589264986112,18,5.055555555555555,13,False,False,3,0.16333333333333333,0.52,2,1,0,0,False,no-clickbait
851734788117590016,11,4.363636363636363,7,False,False,4,0.0,0.0,7,0,0,0,False,no-clickbait
851703890282262528,11,4.454545454545454,11,False,True,5,0.0,0.0,1,0,0,0,False,clickbait
851699147845632002,10,4.3,8,False,False,3,-0.15555555555555559,0.2888888888888889,1,0,0,0,False,no-clickbait
851698095930978304,11,5.2727272727272725,9,False,False,5,0.0,0.1,1,1,0,0,False,no-clickbait
851675179168047104,10,5.9,9,False,False,2,-0.2,0.0,2,0,0,0,False,no-clickbait
851606833600933889,10,6.0,13,False,False,3,-0.15555555555555559,0.2888888888888889,3,0,0,0,False,no-clickbait
851569236745089025,9,6.333333333333333,8,False,False,2,-0.2625,0.5375,2,0,0,0,False,no-clickbait
851560939883077632,16,4.0,10,False,False,5,0.0,0.0,7,1,0,0,False,no-clickbait
851552123376586752,13,4.076923076923077,9,False,False,7,-0.4,0.4,5,0,0,0,False,no-clickbait
851524510297849856,18,4.722222222222222,10,False,False,6,0.0,0.8,3,0,0,0,False,no-clickbait
851505499140792320,14,4.928571428571429,10,False,False,3,0.05,0.2,9,1,0,0,False,no-clickbait
851475742185672705,17,4.352941176470588,10,False,False,8,0.6,1.0,3,1,0,0,False,no-clickbait
851459399096860672,14,5.357142857142857,14,False,False,4,-0.125,0.375,3,0,0,0,False,no-clickbait
851452975235125248,16,4.5625,8,False,False,6,0.0,0.0,5,0,0,0,False,no-clickbait
851437229180428290,7,6.285714285714286,9,False,False,1,0.0,0.0,2,0,0,0,False,no-clickbait
851413729761787904,9,7.0,11,False,False,1,0.0,0.0,4,0,0,0,False,no-clickbait
851387888201814017,9,5.0,8,False,False,3,0.0,0.0,1,0,0,0,False,no-clickbait
851386787931070465,19,4.684210526315789,10,False,True,9,0.1,0.4,4,0,0,0,False,no-clickbait
851368339775655936,13,4.3076923076923075,9,False,False,5,0.2857142857142857,0.5357142857142857,2,0,0,0,False,no-clickbait
851361161157246976,5,6.8,12,False,False,0,0.0,0.0,4,0,0,0,False,no-clickbait
851351308372254720,16,5.6875,13,False,False,3,0.33333333333333337,0.45833333333333337,2,0,0,0,False,no-clickbait
851314962291187712,13,4.230769230769231,11,False,False,5,-0.1,0.55,8,1,0,0,False,no-clickbait
851135640964083714,15,4.333333333333333,10,False,False,8,-0.8,1.0,2,0,0,1,True,no-clickbait
851117650281455618,14,4.357142857142857,9,False,False,6,-0.025,0.2,3,0,0,0,False,no-clickbait
851116246116352001,10,5.8,12,False,False,5,0.0,0.0,7,0,0,0,False,no-clickbait
851102433388441600,11,5.181818181818182,15,False,False,3,0.0,0.0,11,1,0,0,False,no-clickbait
851082299575853058,13,5.461538461538462,14,False,False,2,-0.2,0.4,7,1,0,0,False,no-clickbait
851064659977359360,18,4.944444444444445,8,False,False,5,0.0,0.0,4,0,0,0,False,no-clickbait
851062092400603136,13,4.461538461538462,8,False,False,5,-0.05,0.05,4,1,0,1,True,clickbait
851020112572194816,11,5.0,10,True,False,3,0.0,1.0,0,0,0,1,True,clickbait
850909651512307712,8,4.875,7,False,False,3,0.0,0.0,4,0,0,0,False,clickbait
850854564756639744,11,5.181818181818182,9,False,False,1,0.0,0.0,3,1,0,0,False,no-clickbait
850840682524811264,13,5.769230769230769,13,False,False,5,0.0,0.0,2,0,0,0,False,no-clickbait
850821651000205312,10,5.6,10,False,False,2,0.0,0.0,3,0,0,0,False,no-clickbait
